date,state,district,pincode,age_0_5,age_5_17,age_18_greater
30-10-2025,West Bengal,Birbhum,731245,15,5,0
30-10-2025,West Bengal,Birbhum,731301,7,1,0
01-11-2025,West Bengal,Birbhum,731132,1,0,0
01-11-2025,West Bengal,Birbhum,731303,1,0,0
31-10-2025,West Bengal,Birbhum,731101,4,0,0
31-10-2025,West Bengal,Birbhum,731127,2,1,0
31-10-2025,West Bengal,Birbhum,731222,9,4,0
31-10-2025,West Bengal,Birbhum,731236,1,0,0
31-10-2025,West Bengal,Birbhum,731237,12,0,0
31-10-2025,West Bengal,Birbhum,731243,6,1,0
31-10-2025,West Bengal,Birbhum,731245,7,2,0
31-10-2025,West Bengal,Birbhum,731301,4,0,0
31-10-2025,West Bengal,Birbhum,731302,1,2,0
02-11-2025,West Bengal,Birbhum,731127,3,4,0
02-11-2025,West Bengal,Birbhum,731133,6,0,0
02-11-2025,West Bengal,Birbhum,731202,5,0,0
02-11-2025,West Bengal,Birbhum,731204,10,3,0
02-11-2025,West Bengal,Birbhum,731213,4,0,0
02-11-2025,West Bengal,Birbhum,731221,15,1,0
02-11-2025,West Bengal,Birbhum,731233,18,4,0
02-11-2025,West Bengal,Birbhum,731236,6,2,0
02-11-2025,West Bengal,Birbhum,731238,15,0,0
02-11-2025,West Bengal,Birbhum,731242,12,1,0
02-11-2025,West Bengal,Birbhum,731244,0,1,0
12-11-2025,West Bengal,Birbhum,731123,3,0,0
12-11-2025,West Bengal,Birbhum,731220,8,2,0
12-11-2025,West Bengal,Birbhum,731243,3,3,0
11-11-2025,West Bengal,Birbhum,731103,2,0,0
11-11-2025,West Bengal,Birbhum,731130,4,0,0
11-11-2025,West Bengal,Birbhum,731132,4,0,0
11-11-2025,West Bengal,Birbhum,731219,6,1,0
11-11-2025,West Bengal,Birbhum,731236,4,0,0
11-11-2025,West Bengal,Birbhum,731240,2,1,0
13-11-2025,West Bengal,Birbhum,731125,6,0,0
13-11-2025,West Bengal,Birbhum,731127,2,0,0
13-11-2025,West Bengal,Birbhum,731241,2,0,0
14-11-2025,West Bengal,Birbhum,731104,2,0,0
14-11-2025,West Bengal,Birbhum,731222,5,1,0
14-11-2025,West Bengal,Birbhum,731236,2,0,0
14-11-2025,West Bengal,Birbhum,731302,5,0,0
16-11-2025,West Bengal,Birbhum,731129,1,0,0
16-11-2025,West Bengal,Birbhum,731214,4,0,0
16-11-2025,West Bengal,Birbhum,731219,17,3,0
16-11-2025,West Bengal,Birbhum,731233,1,0,0
16-11-2025,West Bengal,Birbhum,731234,6,1,0
16-11-2025,West Bengal,Birbhum,731301,1,2,0
17-11-2025,West Bengal,Birbhum,731124,2,1,0
17-11-2025,West Bengal,Birbhum,731215,1,0,0
17-11-2025,West Bengal,Birbhum,731219,10,1,0
17-11-2025,West Bengal,Birbhum,731221,3,0,0
17-11-2025,West Bengal,Birbhum,731224,7,0,0
17-11-2025,West Bengal,Birbhum,731233,2,0,0
17-11-2025,West Bengal,Birbhum,731235,0,1,0
17-11-2025,West Bengal,Birbhum,731236,3,0,0
17-11-2025,West Bengal,Birbhum,731302,1,0,0
15-11-2025,West Bengal,Birbhum,731104,2,0,0
15-11-2025,West Bengal,Birbhum,731123,16,3,0
15-11-2025,West Bengal,Birbhum,731124,7,0,0
15-11-2025,West Bengal,Birbhum,731127,1,1,0
15-11-2025,West Bengal,Birbhum,731238,13,2,0
15-11-2025,West Bengal,Birbhum,731244,1,0,0
18-11-2025,West Bengal,Birbhum,731101,3,2,0
18-11-2025,West Bengal,Birbhum,731215,17,0,0
18-11-2025,West Bengal,Birbhum,731216,5,2,0
18-11-2025,West Bengal,Birbhum,731240,1,1,0
18-11-2025,West Bengal,Birbhum,731242,6,0,0
18-11-2025,West Bengal,Birbhum,731245,2,0,0
19-11-2025,West Bengal,Birbhum,731101,2,0,0
19-11-2025,West Bengal,Birbhum,731126,2,0,0
19-11-2025,West Bengal,Birbhum,731202,2,0,0
19-11-2025,West Bengal,Birbhum,731213,1,0,0
19-11-2025,West Bengal,Birbhum,731220,24,1,0
19-11-2025,West Bengal,Birbhum,731222,10,2,0
19-11-2025,West Bengal,Birbhum,731234,11,1,0
19-11-2025,West Bengal,Birbhum,731235,1,0,0
19-11-2025,West Bengal,Birbhum,731237,10,3,0
19-11-2025,West Bengal,Birbhum,731242,4,0,0
19-11-2025,West Bengal,Birbhum,731245,5,0,0
19-11-2025,West Bengal,Birbhum,731302,5,0,0
19-11-2025,West Bengal,Birbhum,731303,16,1,0
15-12-2025,West Bengal,Birbhum,713143,0,0,1
15-12-2025,West Bengal,Birbhum,731121,4,0,0
15-12-2025,West Bengal,Birbhum,731213,2,0,0
15-12-2025,West Bengal,Birbhum,731214,11,1,1
15-12-2025,West Bengal,Birbhum,731216,1,2,3
15-12-2025,West Bengal,Birbhum,731221,9,1,1
15-12-2025,West Bengal,Birbhum,731222,15,9,0
15-12-2025,West Bengal,Birbhum,731235,2,0,1
15-12-2025,West Bengal,Birbhum,731237,11,1,3
15-12-2025,West Bengal,Birbhum,731238,6,1,1
15-12-2025,West Bengal,Birbhum,731243,13,3,0
15-12-2025,West Bengal,Birbhum,731245,3,0,0
25-11-2025,West Bengal,Birbhum,731102,1,0,0
25-11-2025,West Bengal,Birbhum,731123,5,1,0
25-11-2025,West Bengal,Birbhum,731124,6,2,0
25-11-2025,West Bengal,Birbhum,731219,20,0,0
25-11-2025,West Bengal,Birbhum,731220,9,6,0
25-11-2025,West Bengal,Birbhum,731221,1,0,0
25-11-2025,West Bengal,Birbhum,731222,5,0,0
25-11-2025,West Bengal,Birbhum,731224,6,0,0
25-11-2025,West Bengal,Birbhum,731236,1,0,0
25-11-2025,West Bengal,Birbhum,731237,7,2,0
25-11-2025,West Bengal,Birbhum,731302,13,0,0
22-12-2025,West Bengal,Birbhum,713143,1,0,0
22-12-2025,West Bengal,Birbhum,731102,5,0,0
22-12-2025,West Bengal,Birbhum,731123,10,0,0
22-12-2025,West Bengal,Birbhum,731127,3,0,0
22-12-2025,West Bengal,Birbhum,731201,3,0,0
22-12-2025,West Bengal,Birbhum,731233,6,0,0
22-12-2025,West Bengal,Birbhum,731234,12,0,0
22-12-2025,West Bengal,Birbhum,731236,2,0,0
22-12-2025,West Bengal,Birbhum,731303,1,0,0
21-12-2025,West Bengal,Birbhum,731102,1,0,0
21-12-2025,West Bengal,Birbhum,731123,3,0,0
21-12-2025,West Bengal,Birbhum,731221,2,0,0
21-12-2025,West Bengal,Birbhum,731224,1,0,0
21-12-2025,West Bengal,Birbhum,731236,2,0,0
21-12-2025,West Bengal,Birbhum,731242,3,0,0
24-12-2025,West Bengal,Birbhum,731126,4,0,0
24-12-2025,West Bengal,Birbhum,731223,1,1,0
24-12-2025,West Bengal,Birbhum,731224,5,4,0
24-12-2025,West Bengal,Birbhum,731243,2,0,0
24-12-2025,West Bengal,Birbhum,731302,1,0,0
23-12-2025,West Bengal,Birbhum,731215,1,0,0
23-12-2025,West Bengal,Birbhum,731223,1,0,0
23-12-2025,West Bengal,Birbhum,731237,5,0,0
25-12-2025,West Bengal,Birbhum,731121,1,1,0
25-12-2025,West Bengal,Birbhum,731126,1,3,0
25-12-2025,West Bengal,Birbhum,731204,5,0,0
25-12-2025,West Bengal,Birbhum,731214,2,1,0
25-12-2025,West Bengal,Birbhum,731221,3,2,0
25-12-2025,West Bengal,Birbhum,731233,0,2,0
25-12-2025,West Bengal,Birbhum,731237,2,1,0
26-12-2025,West Bengal,Birbhum,731124,6,0,0
26-12-2025,West Bengal,Birbhum,731219,16,0,0
26-12-2025,West Bengal,Birbhum,731222,4,2,0
26-12-2025,West Bengal,Birbhum,731236,2,0,0
26-12-2025,West Bengal,Birbhum,731245,3,0,0
26-12-2025,West Bengal,Birbhum,731301,3,0,0
27-12-2025,West Bengal,Birbhum,731102,3,0,0
27-12-2025,West Bengal,Birbhum,731121,2,0,0
27-12-2025,West Bengal,Birbhum,731133,1,0,0
27-12-2025,West Bengal,Birbhum,731201,2,0,0
27-12-2025,West Bengal,Birbhum,731202,4,0,0
27-12-2025,West Bengal,Birbhum,731214,4,0,0
27-12-2025,West Bengal,Birbhum,731219,11,2,0
27-12-2025,West Bengal,Birbhum,731233,3,0,0
27-12-2025,West Bengal,Birbhum,731234,8,0,0
27-12-2025,West Bengal,Birbhum,731237,8,1,0
27-12-2025,West Bengal,Birbhum,731243,3,1,0
27-12-2025,West Bengal,Birbhum,731303,10,0,0
28-12-2025,West Bengal,Birbhum,731101,1,0,0
28-12-2025,West Bengal,Birbhum,731104,2,0,0
28-12-2025,West Bengal,Birbhum,731124,2,0,0
28-12-2025,West Bengal,Birbhum,731132,3,0,0
28-12-2025,West Bengal,Birbhum,731213,8,0,0
28-12-2025,West Bengal,Birbhum,731220,6,0,0
28-12-2025,West Bengal,Birbhum,731233,1,0,0
28-12-2025,West Bengal,Birbhum,731234,6,0,0
29-12-2025,West Bengal,Birbhum,713143,2,0,0
29-12-2025,West Bengal,Birbhum,731123,13,0,0
29-12-2025,West Bengal,Birbhum,731213,27,0,0
29-12-2025,West Bengal,Birbhum,731214,26,0,0
29-12-2025,West Bengal,Birbhum,731215,24,1,0
29-12-2025,West Bengal,Birbhum,731216,37,2,0
31-12-2025,West Bengal,Birbhum,713143,3,0,0
31-12-2025,West Bengal,Birbhum,731236,2,3,0
31-12-2025,West Bengal,Birbhum,731242,5,1,0
03-01-2026,West Bengal,Birbhum,731130,1,0,0
03-01-2026,West Bengal,Birbhum,731222,0,1,1
03-01-2026,West Bengal,Birbhum,731303,0,1,0
01-01-2026,West Bengal,Birbhum,713129,1,0,0
01-01-2026,West Bengal,Birbhum,731101,9,1,0
01-01-2026,West Bengal,Birbhum,731102,1,0,0
01-01-2026,West Bengal,Birbhum,731123,1,0,0
01-01-2026,West Bengal,Birbhum,731214,7,2,0
01-01-2026,West Bengal,Birbhum,731216,5,6,0
01-01-2026,West Bengal,Birbhum,731219,24,12,0
01-01-2026,West Bengal,Birbhum,731221,17,3,0
01-01-2026,West Bengal,Birbhum,731222,15,8,1
01-01-2026,West Bengal,Birbhum,731236,1,2,0
01-01-2026,West Bengal,Birbhum,731243,7,6,0
01-01-2026,West Bengal,Birbhum,731245,15,2,0
01-01-2026,West Bengal,Birbhum,731301,1,2,0
01-01-2026,West Bengal,Birbhum,731303,10,1,0
02-01-2026,West Bengal,Birbhum,731102,3,0,0
02-01-2026,West Bengal,Birbhum,731214,4,1,0
02-01-2026,West Bengal,Birbhum,731215,5,0,0
02-01-2026,West Bengal,Birbhum,731221,10,0,0
02-01-2026,West Bengal,Birbhum,731224,4,1,0
02-01-2026,West Bengal,Birbhum,731233,2,0,0
02-01-2026,West Bengal,Birbhum,731242,4,0,0
02-01-2026,West Bengal,Birbhum,731302,3,2,0
11-06-2025,West Bengal,Birbhum,731127,1,5,0
11-06-2025,West Bengal,Birbhum,731213,8,0,0
11-06-2025,West Bengal,Birbhum,731215,1,0,0
11-06-2025,West Bengal,Birbhum,731216,8,6,0
11-06-2025,West Bengal,Birbhum,731224,4,3,0
11-06-2025,West Bengal,Birbhum,731233,3,2,0
11-06-2025,West Bengal,Birbhum,731236,0,6,0
11-06-2025,West Bengal,Birbhum,731238,3,2,0
11-06-2025,West Bengal,Birbhum,731243,4,0,0
10-06-2025,West Bengal,Birbhum,731201,1,0,0
10-06-2025,West Bengal,Birbhum,731214,6,0,0
10-06-2025,West Bengal,Birbhum,731222,0,1,0
10-06-2025,West Bengal,Birbhum,731242,1,0,0
10-06-2025,West Bengal,Birbhum,731244,3,0,0
10-06-2025,West Bengal,Birbhum,731303,1,0,0
09-06-2025,West Bengal,Birbhum,731101,2,5,0
09-06-2025,West Bengal,Birbhum,731121,2,4,0
09-06-2025,West Bengal,Birbhum,731235,0,1,0
09-06-2025,West Bengal,Birbhum,731243,1,0,0
09-06-2025,West Bengal,Birbhum,731245,3,0,0
12-06-2025,West Bengal,Birbhum,731125,6,5,0
12-06-2025,West Bengal,Birbhum,731235,0,1,0
12-06-2025,West Bengal,Birbhum,731244,2,0,0
13-06-2025,West Bengal,Birbhum,731103,2,0,0
13-06-2025,West Bengal,Birbhum,731124,5,2,0
13-06-2025,West Bengal,Birbhum,731127,1,1,0
13-06-2025,West Bengal,Birbhum,731130,3,0,0
13-06-2025,West Bengal,Birbhum,731204,4,4,0
13-06-2025,West Bengal,Birbhum,731213,6,0,0
13-06-2025,West Bengal,Birbhum,731233,8,3,0
13-06-2025,West Bengal,Birbhum,731236,1,0,0
13-06-2025,West Bengal,Birbhum,731240,2,0,0
13-06-2025,West Bengal,Birbhum,731242,1,0,0
15-06-2025,West Bengal,Birbhum,731216,4,1,0
15-06-2025,West Bengal,Birbhum,731220,1,0,0
15-06-2025,West Bengal,Birbhum,731238,2,0,0
15-06-2025,West Bengal,Birbhum,731244,2,0,0
15-06-2025,West Bengal,Birbhum,731301,12,1,0
15-06-2025,West Bengal,Birbhum,731302,8,0,0
16-06-2025,West Bengal,Birbhum,731129,1,1,0
16-06-2025,West Bengal,Birbhum,731204,3,3,0
16-06-2025,West Bengal,Birbhum,731224,2,2,0
16-06-2025,West Bengal,Birbhum,731237,5,1,0
16-06-2025,West Bengal,Birbhum,731245,1,0,0
14-06-2025,West Bengal,Birbhum,731214,4,2,0
14-06-2025,West Bengal,Birbhum,731220,0,1,0
14-06-2025,West Bengal,Birbhum,731236,0,1,0
14-06-2025,West Bengal,Birbhum,731237,5,1,0
14-06-2025,West Bengal,Birbhum,731238,0,1,0
17-06-2025,West Bengal,Birbhum,713129,1,0,0
17-06-2025,West Bengal,Birbhum,731103,2,0,0
17-06-2025,West Bengal,Birbhum,731125,5,3,0
17-06-2025,West Bengal,Birbhum,731213,6,1,0
17-06-2025,West Bengal,Birbhum,731220,1,2,0
17-06-2025,West Bengal,Birbhum,731221,3,0,0
17-06-2025,West Bengal,Birbhum,731223,1,1,0
17-06-2025,West Bengal,Birbhum,731234,7,0,1
17-06-2025,West Bengal,Birbhum,731240,1,0,0
17-06-2025,West Bengal,Birbhum,731242,1,1,0
18-06-2025,West Bengal,Birbhum,731102,1,1,0
18-06-2025,West Bengal,Birbhum,731123,0,1,0
18-06-2025,West Bengal,Birbhum,731133,1,0,0
18-06-2025,West Bengal,Birbhum,731216,2,1,0
18-06-2025,West Bengal,Birbhum,731219,1,4,0
18-06-2025,West Bengal,Birbhum,731222,3,4,0
19-06-2025,West Bengal,Birbhum,731101,2,2,0
19-06-2025,West Bengal,Birbhum,731133,0,1,0
19-06-2025,West Bengal,Birbhum,731204,8,5,0
19-06-2025,West Bengal,Birbhum,731219,1,0,1
19-06-2025,West Bengal,Birbhum,731222,5,1,0
19-06-2025,West Bengal,Birbhum,731224,1,0,0
19-06-2025,West Bengal,Birbhum,731242,1,0,0
19-06-2025,West Bengal,Birbhum,731302,3,0,0
03-09-2025,West Bengal,Birbhum,731102,6,0,0
03-09-2025,West Bengal,Birbhum,731104,2,0,0
03-09-2025,West Bengal,Birbhum,731126,2,0,0
03-09-2025,West Bengal,Birbhum,731222,18,1,0
03-09-2025,West Bengal,Birbhum,731240,3,1,0
03-09-2025,West Bengal,Birbhum,731302,1,1,0
02-09-2025,West Bengal,Birbhum,731126,1,0,0
02-09-2025,West Bengal,Birbhum,731129,1,0,0
02-09-2025,West Bengal,Birbhum,731201,7,0,0
02-09-2025,West Bengal,Birbhum,731213,4,0,0
02-09-2025,West Bengal,Birbhum,731216,4,0,0
02-09-2025,West Bengal,Birbhum,731219,9,1,0
01-09-2025,West Bengal,Birbhum,731101,2,1,0
01-09-2025,West Bengal,Birbhum,731103,5,0,0
01-09-2025,West Bengal,Birbhum,731127,2,0,0
01-09-2025,West Bengal,Birbhum,731221,20,4,1
01-09-2025,West Bengal,Birbhum,731222,10,3,0
01-09-2025,West Bengal,Birbhum,731223,1,0,0
01-09-2025,West Bengal,Birbhum,731238,18,2,0
01-09-2025,West Bengal,Birbhum,731244,2,0,0
07-09-2025,West Bengal,Birbhum,731133,3,0,0
07-09-2025,West Bengal,Birbhum,731214,2,0,0
07-09-2025,West Bengal,Birbhum,731221,9,0,0
07-09-2025,West Bengal,Birbhum,731224,9,0,0
07-09-2025,West Bengal,Birbhum,731240,1,0,0
07-09-2025,West Bengal,Birbhum,731302,6,0,0
06-09-2025,West Bengal,Birbhum,731201,19,0,0
06-09-2025,West Bengal,Birbhum,731219,16,0,0
06-09-2025,West Bengal,Birbhum,731221,26,5,0
06-09-2025,West Bengal,Birbhum,731233,3,0,0
06-09-2025,West Bengal,Birbhum,731238,3,0,0
06-09-2025,West Bengal,Birbhum,731240,1,0,0
06-09-2025,West Bengal,Birbhum,731243,3,0,0
05-09-2025,West Bengal,Birbhum,731123,1,1,0
05-09-2025,West Bengal,Birbhum,731201,10,0,0
05-09-2025,West Bengal,Birbhum,731213,9,1,0
05-09-2025,West Bengal,Birbhum,731216,6,1,0
05-09-2025,West Bengal,Birbhum,731219,5,0,0
05-09-2025,West Bengal,Birbhum,731222,23,0,0
05-09-2025,West Bengal,Birbhum,731223,1,0,0
05-09-2025,West Bengal,Birbhum,731234,8,1,0
04-09-2025,West Bengal,Birbhum,731125,1,0,0
04-09-2025,West Bengal,Birbhum,731127,1,0,0
04-09-2025,West Bengal,Birbhum,731130,1,0,0
04-09-2025,West Bengal,Birbhum,731133,4,0,0
04-09-2025,West Bengal,Birbhum,731221,13,1,0
04-09-2025,West Bengal,Birbhum,731222,20,7,0
04-09-2025,West Bengal,Birbhum,731244,1,0,0
09-09-2025,West Bengal,Birbhum,731101,1,1,0
09-09-2025,West Bengal,Birbhum,731129,1,0,0
09-09-2025,West Bengal,Birbhum,731132,2,0,0
09-09-2025,West Bengal,Birbhum,731214,3,2,0
09-09-2025,West Bengal,Birbhum,731224,1,2,0
09-09-2025,West Bengal,Birbhum,731233,1,0,0
09-09-2025,West Bengal,Birbhum,731234,5,1,0
09-09-2025,West Bengal,Birbhum,731237,8,3,0
08-09-2025,West Bengal,Birbhum,731213,6,0,0
08-09-2025,West Bengal,Birbhum,731221,32,5,0
08-09-2025,West Bengal,Birbhum,731224,2,1,0
08-09-2025,West Bengal,Birbhum,731235,1,0,0
08-09-2025,West Bengal,Birbhum,731303,0,1,0
11-09-2025,West Bengal,Birbhum,731132,1,1,0
11-09-2025,West Bengal,Birbhum,731133,3,0,0
11-09-2025,West Bengal,Birbhum,731214,10,0,0
11-09-2025,West Bengal,Birbhum,731238,15,2,0
11-09-2025,West Bengal,Birbhum,731242,3,0,0
10-09-2025,West Bengal,Birbhum,731121,4,0,0
10-09-2025,West Bengal,Birbhum,731201,2,1,0
10-09-2025,West Bengal,Birbhum,731233,1,0,0
10-09-2025,West Bengal,Birbhum,731236,3,0,0
10-09-2025,West Bengal,Birbhum,731237,16,1,0
10-09-2025,West Bengal,Birbhum,731243,13,0,0
10-09-2025,West Bengal,Birbhum,731244,1,0,0
14-09-2025,West Bengal,Birbhum,731124,2,0,0
14-09-2025,West Bengal,Birbhum,731133,4,2,0
14-09-2025,West Bengal,Birbhum,731214,19,0,0
14-09-2025,West Bengal,Birbhum,731224,6,0,0
14-09-2025,West Bengal,Birbhum,731237,1,0,0
14-09-2025,West Bengal,Birbhum,731238,1,1,0
14-09-2025,West Bengal,Birbhum,731243,1,0,0
14-09-2025,West Bengal,Birbhum,731301,14,0,0
14-09-2025,West Bengal,Birbhum,731302,10,0,0
12-09-2025,West Bengal,Birbhum,731103,3,0,0
12-09-2025,West Bengal,Birbhum,731124,4,1,0
12-09-2025,West Bengal,Birbhum,731125,3,0,0
13-09-2025,West Bengal,Birbhum,731121,1,0,0
13-09-2025,West Bengal,Birbhum,731224,9,0,0
13-09-2025,West Bengal,Birbhum,731240,0,1,0
13-09-2025,West Bengal,Birbhum,731245,1,0,0
15-09-2025,West Bengal,Birbhum,731127,1,4,0
15-09-2025,West Bengal,Birbhum,731132,0,1,0
15-09-2025,West Bengal,Birbhum,731214,7,0,0
15-09-2025,West Bengal,Birbhum,731243,1,0,0
17-09-2025,West Bengal,Birbhum,731213,14,0,0
17-09-2025,West Bengal,Birbhum,731216,5,1,0
17-09-2025,West Bengal,Birbhum,731220,16,2,0
17-09-2025,West Bengal,Birbhum,731221,4,0,0
16-09-2025,West Bengal,Birbhum,731125,8,4,0
16-09-2025,West Bengal,Birbhum,731132,2,1,0
16-09-2025,West Bengal,Birbhum,731201,6,0,0
16-09-2025,West Bengal,Birbhum,731215,0,2,0
16-09-2025,West Bengal,Birbhum,731233,2,1,0
16-09-2025,West Bengal,Birbhum,731237,2,0,0
16-09-2025,West Bengal,Birbhum,731238,2,1,0
16-09-2025,West Bengal,Birbhum,731244,1,0,0
18-09-2025,West Bengal,Birbhum,731101,3,0,0
18-09-2025,West Bengal,Birbhum,731126,6,1,0
18-09-2025,West Bengal,Birbhum,731133,3,0,0
18-09-2025,West Bengal,Birbhum,731224,10,1,1
18-09-2025,West Bengal,Birbhum,731236,1,0,0
18-09-2025,West Bengal,Birbhum,731243,8,0,0
19-09-2025,West Bengal,Birbhum,731213,5,0,0
19-09-2025,West Bengal,Birbhum,731216,4,0,0
19-09-2025,West Bengal,Birbhum,731221,7,0,0
19-09-2025,West Bengal,Birbhum,731242,1,0,0
20-09-2025,West Bengal,Birbhum,731102,0,1,0
20-09-2025,West Bengal,Birbhum,731125,12,2,0
20-09-2025,West Bengal,Birbhum,731126,4,1,0
20-09-2025,West Bengal,Birbhum,731133,2,1,0
20-09-2025,West Bengal,Birbhum,731222,17,3,0
20-09-2025,West Bengal,Birbhum,731240,3,1,0
20-09-2025,West Bengal,Birbhum,731242,1,0,0
20-09-2025,West Bengal,Birbhum,731243,3,0,0
20-09-2025,West Bengal,Birbhum,731245,1,0,0
20-09-2025,West Bengal,Birbhum,731301,1,0,0
22-09-2025,West Bengal,Birbhum,731102,1,0,0
22-09-2025,West Bengal,Birbhum,731125,1,0,0
22-09-2025,West Bengal,Birbhum,731127,3,0,0
22-09-2025,West Bengal,Birbhum,731214,2,1,0
22-09-2025,West Bengal,Birbhum,731216,2,2,0
22-09-2025,West Bengal,Birbhum,731243,1,0,0
22-09-2025,West Bengal,Birbhum,731244,3,1,0
22-09-2025,West Bengal,Birbhum,731302,0,1,0
21-09-2025,West Bengal,Birbhum,731123,1,0,0
21-09-2025,West Bengal,Birbhum,731238,1,0,0
23-09-2025,West Bengal,Birbhum,731102,2,0,0
23-09-2025,West Bengal,Birbhum,731132,2,0,0
23-09-2025,West Bengal,Birbhum,731204,2,1,0
23-09-2025,West Bengal,Birbhum,731236,1,0,0
23-09-2025,West Bengal,Birbhum,731240,1,0,0
25-09-2025,West Bengal,Birbhum,731104,0,1,0
25-09-2025,West Bengal,Birbhum,731123,6,1,0
25-09-2025,West Bengal,Birbhum,731204,3,1,0
25-09-2025,West Bengal,Birbhum,731224,22,4,0
25-09-2025,West Bengal,Birbhum,731236,2,0,0
25-09-2025,West Bengal,Birbhum,731238,1,1,0
25-09-2025,West Bengal,Birbhum,731303,6,1,0
24-09-2025,West Bengal,Birbhum,731104,1,0,0
24-09-2025,West Bengal,Birbhum,731121,7,1,0
24-09-2025,West Bengal,Birbhum,731124,3,3,0
24-09-2025,West Bengal,Birbhum,731126,14,3,0
24-09-2025,West Bengal,Birbhum,731129,2,0,0
24-09-2025,West Bengal,Birbhum,731132,2,0,0
24-09-2025,West Bengal,Birbhum,731202,1,0,0
24-09-2025,West Bengal,Birbhum,731219,6,0,0
24-09-2025,West Bengal,Birbhum,731220,5,3,0
24-09-2025,West Bengal,Birbhum,731224,5,4,0
24-09-2025,West Bengal,Birbhum,731240,1,1,0
24-09-2025,West Bengal,Birbhum,731243,1,0,0
27-09-2025,West Bengal,Birbhum,731221,2,0,0
27-09-2025,West Bengal,Birbhum,731303,3,0,0
28-09-2025,West Bengal,Birbhum,731104,1,0,0
28-09-2025,West Bengal,Birbhum,731234,4,0,0
26-09-2025,West Bengal,Birbhum,731123,2,3,0
26-09-2025,West Bengal,Birbhum,731213,2,0,0
26-09-2025,West Bengal,Birbhum,731238,3,0,0
29-09-2025,West Bengal,Birbhum,731123,1,0,0
26-10-2025,West Bengal,Birbhum,731126,2,0,0
26-10-2025,West Bengal,Birbhum,731216,0,1,0
26-10-2025,West Bengal,Birbhum,731219,3,0,0
26-10-2025,West Bengal,Birbhum,731233,1,0,0
26-10-2025,West Bengal,Birbhum,731301,2,0,0
13-10-2025,West Bengal,Birbhum,731126,1,0,0
13-10-2025,West Bengal,Birbhum,731129,1,0,0
13-10-2025,West Bengal,Birbhum,731216,2,3,0
13-10-2025,West Bengal,Birbhum,731224,11,2,0
13-10-2025,West Bengal,Birbhum,731237,9,0,0
13-10-2025,West Bengal,Birbhum,731301,4,0,0
15-10-2025,West Bengal,Birbhum,731102,1,0,0
15-10-2025,West Bengal,Birbhum,731103,4,0,0
15-10-2025,West Bengal,Birbhum,731104,0,1,0
15-10-2025,West Bengal,Birbhum,731123,8,0,0
15-10-2025,West Bengal,Birbhum,731133,1,0,0
15-10-2025,West Bengal,Birbhum,731216,3,2,0
15-10-2025,West Bengal,Birbhum,731219,15,0,0
15-10-2025,West Bengal,Birbhum,731224,6,1,0
15-10-2025,West Bengal,Birbhum,731234,10,0,0
15-10-2025,West Bengal,Birbhum,731237,9,1,0
16-10-2025,West Bengal,Birbhum,731215,6,0,0
16-10-2025,West Bengal,Birbhum,731238,7,2,0
16-10-2025,West Bengal,Birbhum,731242,2,0,0
16-10-2025,West Bengal,Birbhum,731245,1,0,0
16-10-2025,West Bengal,Birbhum,731303,5,1,0
18-10-2025,West Bengal,Birbhum,731102,1,1,0
18-10-2025,West Bengal,Birbhum,731123,3,1,0
18-10-2025,West Bengal,Birbhum,731129,1,0,0
18-10-2025,West Bengal,Birbhum,731133,0,1,0
18-10-2025,West Bengal,Birbhum,731240,5,0,0
17-10-2025,West Bengal,Birbhum,731123,4,4,0
17-10-2025,West Bengal,Birbhum,731215,5,0,0
17-10-2025,West Bengal,Birbhum,731219,28,4,0
17-10-2025,West Bengal,Birbhum,731221,24,3,0
17-10-2025,West Bengal,Birbhum,731238,27,1,0
17-10-2025,West Bengal,Birbhum,731245,8,0,0
19-10-2025,West Bengal,Birbhum,731202,1,0,0
19-10-2025,West Bengal,Birbhum,731221,21,0,0
19-10-2025,West Bengal,Birbhum,731238,12,1,0
21-10-2025,West Bengal,Birbhum,731127,1,0,0
21-10-2025,West Bengal,Birbhum,731303,1,0,0
20-10-2025,West Bengal,Birbhum,731213,2,0,0
20-10-2025,West Bengal,Birbhum,731219,4,2,0
20-10-2025,West Bengal,Birbhum,731221,7,2,0
20-10-2025,West Bengal,Birbhum,731238,1,1,0
20-10-2025,West Bengal,Birbhum,731243,1,0,0
20-10-2025,West Bengal,Birbhum,731245,1,0,0
25-10-2025,West Bengal,Birbhum,731124,8,1,0
25-10-2025,West Bengal,Birbhum,731132,2,1,0
25-10-2025,West Bengal,Birbhum,731201,2,1,0
25-10-2025,West Bengal,Birbhum,731202,2,0,0
25-10-2025,West Bengal,Birbhum,731219,10,1,0
25-10-2025,West Bengal,Birbhum,731238,14,1,0
25-10-2025,West Bengal,Birbhum,731241,0,1,0
24-10-2025,West Bengal,Birbhum,731101,2,0,0
24-10-2025,West Bengal,Birbhum,731103,1,0,0
24-10-2025,West Bengal,Birbhum,731127,1,2,0
24-10-2025,West Bengal,Birbhum,731130,1,0,0
24-10-2025,West Bengal,Birbhum,731204,2,0,0
24-10-2025,West Bengal,Birbhum,731214,4,0,0
24-10-2025,West Bengal,Birbhum,731234,9,0,0
24-10-2025,West Bengal,Birbhum,731237,5,2,0
24-10-2025,West Bengal,Birbhum,731238,12,0,0
24-10-2025,West Bengal,Birbhum,731240,2,0,0
